Problem,NumSols,Time(ms)
neos-1425699_SCIP_bfs_percNO_0.010000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,2779.710205
23588_SCIP_bfs_percNO_0.010000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,8839.810547
23588_SCIP_bfs_percNO_0.010000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,12437.872070
23588_SCIP_bfs_percNO_0.010000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,16620.960938
23588_SCIP_bfs_percNO_0.010000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,14938.335938
23588_SCIP_bfs_percNO_0.010000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,15225.077148
nexp-50-20-1-1_SCIP_bfs_percNO_0.010000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,549.377075
nexp-50-20-1-1_SCIP_bfs_percNO_0.010000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,1078.435181
nexp-50-20-1-1_SCIP_bfs_percNO_0.010000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,1552.451050
nexp-50-20-1-1_SCIP_bfs_percNO_0.010000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,2462.355225
nexp-50-20-1-1_SCIP_bfs_percNO_0.010000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,15370.305664
nexp-50-20-4-2_SCIP_bfs_percNO_0.010000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,4273.019531
nexp-50-20-4-2_SCIP_bfs_percNO_0.010000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,5504.676758
nexp-50-20-4-2_SCIP_bfs_percNO_0.010000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,6546.240234
nexp-50-20-4-2_SCIP_bfs_percNO_0.010000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,9932.966797
nexp-50-20-4-2_SCIP_bfs_percNO_0.010000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,91166.203125
neos17_SCIP_bfs_percNO_0.010000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,3529.223389
neos17_SCIP_bfs_percNO_0.010000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,7372.759766
neos17_SCIP_bfs_percNO_0.010000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,10455.404297
neos17_SCIP_bfs_percNO_0.010000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,12849.700195
neos17_SCIP_bfs_percNO_0.010000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,17402.376953
mtest4ma_SCIP_bfs_percNO_0.010000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,20006.330078
mtest4ma_SCIP_bfs_percNO_0.010000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,20041.400391
mtest4ma_SCIP_bfs_percNO_0.010000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,20207.732422
mtest4ma_SCIP_bfs_percNO_0.010000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,21503.166016
mtest4ma_SCIP_bfs_percNO_0.010000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,20967.242188
nh97_tension_SCIP_bfs_percNO_0.010000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,13215.548828
nh97_tension_SCIP_bfs_percNO_0.010000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,14443.006836
nh97_tension_SCIP_bfs_percNO_0.010000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,18318.753906
nh97_tension_SCIP_bfs_percNO_0.010000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,27744.162109
nh97_tension_SCIP_bfs_percNO_0.010000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,98479.312500
