Problem,NumSols,Time(ms)
23588_SCIP_bfs_percNO_0.080000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,16876.537109
23588_SCIP_bfs_percNO_0.080000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,20763.595703
23588_SCIP_bfs_percNO_0.080000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,23692.345703
23588_SCIP_bfs_percNO_0.080000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,52017.320312
nexp-50-20-1-1_SCIP_bfs_percNO_0.080000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,947.270813
nexp-50-20-1-1_SCIP_bfs_percNO_0.080000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,2284.547607
nexp-50-20-1-1_SCIP_bfs_percNO_0.080000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,4080.376465
nexp-50-20-1-1_SCIP_bfs_percNO_0.080000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,7506.182617
nexp-50-20-1-1_SCIP_bfs_percNO_0.080000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,29095.486328
nexp-50-20-4-2_SCIP_bfs_percNO_0.080000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,11439.786133
nexp-50-20-4-2_SCIP_bfs_percNO_0.080000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,14530.766602
nexp-50-20-4-2_SCIP_bfs_percNO_0.080000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,20101.197266
nexp-50-20-4-2_SCIP_bfs_percNO_0.080000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,29837.710938
nexp-50-20-4-2_SCIP_bfs_percNO_0.080000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,165710.312500
neos17_SCIP_bfs_percNO_0.080000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,3998.095459
neos17_SCIP_bfs_percNO_0.080000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,5418.279297
neos17_SCIP_bfs_percNO_0.080000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,7482.388184
neos17_SCIP_bfs_percNO_0.080000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,11230.390625
neos17_SCIP_bfs_percNO_0.080000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,59911.871094
mtest4ma_SCIP_bfs_percNO_0.080000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,21685.826172
mtest4ma_SCIP_bfs_percNO_0.080000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,22041.785156
mtest4ma_SCIP_bfs_percNO_0.080000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,22695.316406
mtest4ma_SCIP_bfs_percNO_0.080000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,23681.593750
mtest4ma_SCIP_bfs_percNO_0.080000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,26217.960938
nh97_tension_SCIP_bfs_percNO_0.080000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,9746.633789
nh97_tension_SCIP_bfs_percNO_0.080000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,14111.385742
nh97_tension_SCIP_bfs_percNO_0.080000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,16630.468750
nh97_tension_SCIP_bfs_percNO_0.080000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,24928.400391
nh97_tension_SCIP_bfs_percNO_0.080000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,91485.687500
