Problem,NumSols,Time(ms)
nexp-50-20-1-1_SCIP_bfs_percNO_0.030000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,474.492767
nexp-50-20-1-1_SCIP_bfs_percNO_0.030000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,1092.980103
nexp-50-20-1-1_SCIP_bfs_percNO_0.030000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,1492.541016
nexp-50-20-1-1_SCIP_bfs_percNO_0.030000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,2336.971436
nexp-50-20-1-1_SCIP_bfs_percNO_0.030000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,14158.362305
nexp-50-20-4-2_SCIP_bfs_percNO_0.030000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,10011.103516
nexp-50-20-4-2_SCIP_bfs_percNO_0.030000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,16191.331055
nexp-50-20-4-2_SCIP_bfs_percNO_0.030000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,21170.419922
nexp-50-20-4-2_SCIP_bfs_percNO_0.030000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,30850.408203
nexp-50-20-4-2_SCIP_bfs_percNO_0.030000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,161274.406250
neos17_SCIP_bfs_percNO_0.030000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,3719.443604
neos17_SCIP_bfs_percNO_0.030000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,6243.686523
neos17_SCIP_bfs_percNO_0.030000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,8367.867188
neos17_SCIP_bfs_percNO_0.030000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,10771.604492
neos17_SCIP_bfs_percNO_0.030000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,31495.550781
mtest4ma_SCIP_bfs_percNO_0.030000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,22501.511719
mtest4ma_SCIP_bfs_percNO_0.030000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,22630.113281
mtest4ma_SCIP_bfs_percNO_0.030000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,23702.164062
mtest4ma_SCIP_bfs_percNO_0.030000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,24095.187500
mtest4ma_SCIP_bfs_percNO_0.030000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,25429.117188
nh97_tension_SCIP_bfs_percNO_0.030000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,8604.419922
nh97_tension_SCIP_bfs_percNO_0.030000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,12488.830078
nh97_tension_SCIP_bfs_percNO_0.030000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,14939.469727
nh97_tension_SCIP_bfs_percNO_0.030000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,19254.722656
nh97_tension_SCIP_bfs_percNO_0.030000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,67588.773438
