Problem,NumSols,Time(ms)
neos-1425699_SCIP_bfs_percNO_0.020000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,623.216797
neos-1425699_SCIP_bfs_percNO_0.020000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,894.684143
neos-1425699_SCIP_bfs_percNO_0.020000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,2511.271240
23588_SCIP_bfs_percNO_0.020000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,8816.141602
23588_SCIP_bfs_percNO_0.020000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,13059.158203
23588_SCIP_bfs_percNO_0.020000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,15431.209961
23588_SCIP_bfs_percNO_0.020000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,19633.652344
23588_SCIP_bfs_percNO_0.020000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,53655.132812
nexp-50-20-1-1_SCIP_bfs_percNO_0.020000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,507.429932
nexp-50-20-1-1_SCIP_bfs_percNO_0.020000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,1069.835571
nexp-50-20-1-1_SCIP_bfs_percNO_0.020000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,1524.628052
nexp-50-20-1-1_SCIP_bfs_percNO_0.020000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,2349.814697
nexp-50-20-1-1_SCIP_bfs_percNO_0.020000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,14056.312500
nexp-50-20-4-2_SCIP_bfs_percNO_0.020000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,9593.327148
nexp-50-20-4-2_SCIP_bfs_percNO_0.020000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,11111.369141
nexp-50-20-4-2_SCIP_bfs_percNO_0.020000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,13725.095703
nexp-50-20-4-2_SCIP_bfs_percNO_0.020000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,19026.587891
nexp-50-20-4-2_SCIP_bfs_percNO_0.020000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,67422.632812
neos17_SCIP_bfs_percNO_0.020000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,3056.630127
neos17_SCIP_bfs_percNO_0.020000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,4566.486328
neos17_SCIP_bfs_percNO_0.020000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,6463.632324
neos17_SCIP_bfs_percNO_0.020000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,9308.506836
neos17_SCIP_bfs_percNO_0.020000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,38121.945312
mtest4ma_SCIP_bfs_percNO_0.020000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,42698.855469
mtest4ma_SCIP_bfs_percNO_0.020000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,43900.210938
mtest4ma_SCIP_bfs_percNO_0.020000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,44149.367188
mtest4ma_SCIP_bfs_percNO_0.020000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,45082.917969
mtest4ma_SCIP_bfs_percNO_0.020000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,48001.968750
nh97_tension_SCIP_bfs_percNO_0.020000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,15750.068359
nh97_tension_SCIP_bfs_percNO_0.020000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,18961.250000
nh97_tension_SCIP_bfs_percNO_0.020000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,21894.445312
nh97_tension_SCIP_bfs_percNO_0.020000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,27727.705078
nh97_tension_SCIP_bfs_percNO_0.020000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,83931.578125
