Problem,NumSols,Time(ms)
neos-1425699_SCIP_bfs_percNO_0.060000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,737.457520
neos-1425699_SCIP_bfs_percNO_0.060000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,1024.315186
neos-1425699_SCIP_bfs_percNO_0.060000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,3308.294922
23588_SCIP_bfs_percNO_0.060000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,9333.023438
23588_SCIP_bfs_percNO_0.060000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,18377.867188
23588_SCIP_bfs_percNO_0.060000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,21565.214844
23588_SCIP_bfs_percNO_0.060000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,26440.900391
23588_SCIP_bfs_percNO_0.060000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,54886.902344
nexp-50-20-1-1_SCIP_bfs_percNO_0.060000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,636.406738
nexp-50-20-1-1_SCIP_bfs_percNO_0.060000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,1921.444946
nexp-50-20-1-1_SCIP_bfs_percNO_0.060000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,3376.194092
nexp-50-20-1-1_SCIP_bfs_percNO_0.060000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,5700.661133
nexp-50-20-1-1_SCIP_bfs_percNO_0.060000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,31456.320312
nexp-50-20-4-2_SCIP_bfs_percNO_0.060000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,8160.849121
nexp-50-20-4-2_SCIP_bfs_percNO_0.060000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,16927.992188
nexp-50-20-4-2_SCIP_bfs_percNO_0.060000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,22441.408203
nexp-50-20-4-2_SCIP_bfs_percNO_0.060000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,38428.921875
nexp-50-20-4-2_SCIP_bfs_percNO_0.060000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,169161.734375
neos17_SCIP_bfs_percNO_0.060000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,3450.832275
neos17_SCIP_bfs_percNO_0.060000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,5381.612305
neos17_SCIP_bfs_percNO_0.060000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,8001.481445
neos17_SCIP_bfs_percNO_0.060000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,11692.207031
neos17_SCIP_bfs_percNO_0.060000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,34327.148438
mtest4ma_SCIP_bfs_percNO_0.060000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,34507.906250
mtest4ma_SCIP_bfs_percNO_0.060000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,34418.789062
mtest4ma_SCIP_bfs_percNO_0.060000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,37216.468750
mtest4ma_SCIP_bfs_percNO_0.060000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,45266.390625
mtest4ma_SCIP_bfs_percNO_0.060000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,109234.125000
nh97_tension_SCIP_bfs_percNO_0.060000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,13430.575195
nh97_tension_SCIP_bfs_percNO_0.060000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,15629.005859
nh97_tension_SCIP_bfs_percNO_0.060000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,18439.535156
nh97_tension_SCIP_bfs_percNO_0.060000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,23298.593750
nh97_tension_SCIP_bfs_percNO_0.060000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,58678.078125
